id,summary
627,Avoid this professor at all costs. Lectures are very boring. the concepts are hard to understand and the exams are difficult. Her notes and class is as confusing. A lot of busy work and you have to teach yourself most of the material.
628,He is extremely knowledgeable on the subject that he teaches. His lectures are dry and it can be boring. Rambles a lot. a lot of the lectures follow the readings. Lectures are unstructured and insubstantive. The midterm was rough.
634,"The content is rather bland. He expects you to know everything in the textbook without saying that at the beginning of class. Attending lecture is CRITICAL to passing this class. Harsh grader, and poor assignment explanations. his lectures are incredibly boring."
636,"He can be hard to understand at some points, but he seems to know what he is talking about and is good at teaching the information. Sit close to the front as he is soft spoken. The lab assignments are easy. Projects are mostly incomprehensible."
647,Shes very nice. Awesome teacher wish she taught more classes!
649,"Hard but honest. Excellent teacher. You will learn something from this class. it was a lot of work, but not difficult. though with lots of homework. She only goes over the homework problems. "
650,This was so boring. He is soft talker and you literally cannot hear his lectures. He uses book questions for the exams so they are really specific and pretty difficult. There are a few small assignments during the semester. Has trouble conveying his knowledge to students.
651,His test isn't too bad as long as you study the old exam he gave to you. Buck is a very boring teacher. Class is not hard. He gives such a huge curve.  He does not explain the material at all.
662,"Jerome was boring, but easy. Tests are tricky but if you read, go to class, and study you'll be fine.  His tests are all trick questions. Very strict, but conveys material very clearly. If you pay attention, you'll do fine."
664,"He is an all around great guy. Grades papers pretty rigorously. Bad jokes, boring lectures. Not organized, but he's a very smart man. I think he grades fairly, but gives homework and tests that are SUPER hard."
665,"the most entertaining professor I've ever had. this class was really challenging but in a good, intellectual way. Made me love learning about religion. "
666,"Lectures are boring, long. He is disorganized. is unresponsive to questions and leaves it to his TAs to both actually teach in discussions and grade our exams. Professor Green is the most unorganized Professor Ive ever had. his power point slides are extremely disorganized."
668,"Dr. Karplus curves the class generously only because of horrendous exam scores. his lectures and slides are not well organized. Only grades on quizzes and exams. Extremely tough grader, and unhelpful in office hours. Really knows his biochem! he looks for a VERY specific answer."
670,His tests are hard. You won't learn anything in class you wouldn't be better off getting online. the questions are nothing like the homework. Unclear explanations and poor teaching run rampant. his lectures were sometimes difficult to comprehend. Very unclear in his explainations of concepts.
672,"He is so boring. Doesn't return papers, grades are not given untill the end. clear lecture notes, hard tests, get retake for each test"
673,"He's very chill and laid back, although his voice is soft and put me to sleep. This professor is easing going. you can ask any question and get and answer. He's incredibly knowledgeable about Shakespeare. Tests are a little hard. The class is SO boring."
679,"one of the hardest teachers I have ever had.  Read everything and NEVER miss class. He seemed very thorough with his instructions, and very detailed. Tests are hard. he is unorganized, late. Notes are extremely important.His course is tough - he expects you to study hard and learn the material covered."
680,he is unorganized and can be hard to follow along. he is kinda hard to understand. The exams are pretty difficult and his questions are vague. Class is all presentations. material not covered to be on exams.
681,Extremely boring. The subject is tough and she just seems to make it tougher. She was disorganized and unwilling to discuss topics that she was unable to articulate in lectures.  classes during undergrad.  She was disorganized and unwilling to discuss topics that she was unable to articulate in lectures. Tests were not hard. Very boring. 
